employee_id,original_employee_id,manager_id,first_name,last_name,department,job_title,employee_status,hire_date,termination_date,years_of_service,gender,salary,employment_status,employee_type,education_level,performance_rating,work_location,date_of_birth,age,work_shift,job_required_skills,additional_employee_skills,employee_skills,job_required_certification,employee_certification,benefits_enrollment_clean,estimated_work_experience_years
E0424,7597,E0926,Lisa,Mosley,Finance,Chiropodist,On Leave,7/28/2021,,5,Male,48232,Full-time,Regular,Associate Degree,3,Port Benjamin,5/8/1979,47,First Shift,Financial Analysis | Budgeting | Excel,Customer Service,Financial Analysis | Budgeting | Excel | Customer Service,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,25
E0425,3975,E0479,Ellen,Singh,Finance,"Surveyor, building",On Leave,7/12/2023,,3,Non-Binary,101563,Contractor,Regular,Bachelor's Degree,5,Lynnton,9/4/1981,44,Third Shift,Financial Analysis | Budgeting | Excel,Process Improvement,Financial Analysis | Budgeting | Excel | Process Improvement,Financial Modeling Certification,Financial Modeling Certification,None,22
E0426,2118,E0619,James,Brown,Engineering,Higher education careers adviser,Active,11/23/2020,,5.6,Male,107379,Full-time,Contract,Bachelor's Degree,3,Jacksonburgh,9/30/1991,34,Third Shift,Technical Design | Project Management | Problem Solving,Process Improvement,Technical Design | Project Management | Problem Solving | Process Improvement,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,12
E0427,9359,E0603,Linda,Herrera,Engineering,"Designer, interior/spatial",Terminated,1/28/2019,9/7/2019,0.6,Female,114501,Contractor,Temporary,PhD,5,New Alyssashire,9/25/1984,41,Second Shift,Technical Design | Project Management | Problem Solving,Technical Writing,Technical Design | Project Management | Problem Solving | Technical Writing,Six Sigma Green Belt,Six Sigma Green Belt,None,19
E0428,9175,E0158,Francisco,Bennett,HR,Structural engineer,On Leave,9/17/2019,,6.8,Female,107384,Contractor,Temporary,PhD,5,Port Scottland,5/4/1976,50,First Shift,Employee Relations | Recruiting | Performance Management,Public Speaking,Employee Relations | Recruiting | Performance Management | Public Speaking,SHRM-CP,None,None,28
E0429,2832,E0034,Nicholas,Ward,Finance,Optometrist,Terminated,12/4/2018,3/27/2020,1.3,Female,84476,Full-time,Regular,Bachelor's Degree,3,Emilyland,1/31/1984,42,First Shift,Financial Analysis | Budgeting | Excel,Leadership,Financial Analysis | Budgeting | Excel | Leadership,Financial Modeling Certification,Financial Modeling Certification,Medical | Dental | Vision | Retirement,20
E0430,4341,E0838,Annette,Hart,IT,Clinical research associate,Active,6/5/2023,,3.1,Female,58027,Full-time,Regular,High School,4,Millerbury,10/10/1980,45,First Shift,Technical Support | SQL | Cybersecurity,Project Management,Technical Support | SQL | Cybersecurity | Project Management,CompTIA A+,None,Medical | Dental | Vision | Retirement,23
E0431,5111,E0857,Kelly,Pena,Engineering,Radio producer,On Leave,8/11/2022,,3.9,Male,71101,Part-time,Contract,Bachelor's Degree,2,North Brianshire,8/18/2003,22,Second Shift,Technical Design | Project Management | Problem Solving,Conflict Resolution,Technical Design | Project Management | Problem Solving | Conflict Resolution,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,0
E0432,3749,E0851,Dustin,Parks,Marketing,Graphic designer,On Leave,3/11/2020,,6.3,Non-Binary,79470,Full-time,Contract,Master's Degree,4,West Jesse,9/28/1989,36,Second Shift,Digital Marketing | Content Development | Market Research,Communication,Digital Marketing | Content Development | Market Research | Communication,Google Analytics Certification,None,Medical | Dental | Vision | Retirement,14
E0433,5181,E0018,Ernest,Bray,Finance,Sub,Active,5/5/2021,,5.2,Male,89086,Part-time,Temporary,Bachelor's Degree,2,East Heathertown,2/19/1996,30,First Shift,Financial Analysis | Budgeting | Excel,Process Improvement,Financial Analysis | Budgeting | Excel | Process Improvement,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,8
E0434,1295,E0070,Amy,Taylor,Finance,Personal assistant,Active,6/24/2023,,3.1,Non-Binary,70246,Contractor,Temporary,High School,5,Johnsonfurt,10/18/1977,48,First Shift,Financial Analysis | Budgeting | Excel,Public Speaking,Financial Analysis | Budgeting | Excel | Public Speaking,Financial Modeling Certification,None,None,26
E0435,6181,E0326,Meredith,Wood,Engineering,Stage manager,Active,7/27/2020,,6,Female,66187,Full-time,Contract,Bachelor's Degree,5,Newmanberg,5/24/2001,25,Third Shift,Technical Design | Project Management | Problem Solving,Strategic Planning,Technical Design | Project Management | Problem Solving | Strategic Planning,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,3
E0436,7810,E0304,Christopher,Roach,HR,Ranger/warden,Terminated,4/15/2019,1/30/2021,1.8,Non-Binary,45255,Full-time,Regular,Bachelor's Degree,5,Brownville,7/5/1988,38,Second Shift,Employee Relations | Recruiting | Performance Management,Leadership,Employee Relations | Recruiting | Performance Management | Leadership,SHRM-CP,None,Medical | Dental | Vision | Retirement,16
E0437,4050,E0080,Michelle,Bennett,Engineering,Trade union research officer,On Leave,5/4/2019,,7.2,Non-Binary,97802,Full-time,Temporary,Bachelor's Degree,1,East Javierstad,3/28/1967,59,Third Shift,Technical Design | Project Management | Problem Solving,Coaching,Technical Design | Project Management | Problem Solving | Coaching,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,37
E0438,7027,E0029,Scott,Stewart,Marketing,Sports coach,Terminated,1/19/2019,3/3/2026,7.1,Male,68212,Contractor,Regular,High School,3,Lisachester,4/12/1991,35,Third Shift,Digital Marketing | Content Development | Market Research,Presentation Skills,Digital Marketing | Content Development | Market Research | Presentation Skills,Google Analytics Certification,None,None,13
E0439,8749,E0090,Danielle,Hill,Marketing,"Loss adjuster, chartered",On Leave,3/15/2021,,5.3,Female,68454,Full-time,Temporary,Bachelor's Degree,2,Davidstad,8/11/1988,37,Third Shift,Digital Marketing | Content Development | Market Research,Conflict Resolution,Digital Marketing | Content Development | Market Research | Conflict Resolution,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,15
E0440,6361,E0824,Rhonda,Lewis,Finance,"Designer, industrial/product",Terminated,11/12/2022,11/4/2023,1,Non-Binary,108034,Contractor,Contract,PhD,3,Caitlinside,12/11/1985,40,Third Shift,Financial Analysis | Budgeting | Excel,SQL,Financial Analysis | Budgeting | Excel | SQL,Financial Modeling Certification,None,None,18
E0441,3677,E0683,Todd,White,Marketing,Biomedical engineer,On Leave,2/4/2022,,4.4,Male,119237,Full-time,Contract,Bachelor's Degree,3,West Patricia,5/29/1979,47,First Shift,Digital Marketing | Content Development | Market Research,Coaching,Digital Marketing | Content Development | Market Research | Coaching,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,25
E0442,4604,E0629,Sabrina,Harvey,HR,Radio broadcast assistant,Terminated,1/19/2020,11/12/2024,4.8,Male,40098,Part-time,Contract,PhD,3,New Kim,8/24/1974,51,First Shift,Employee Relations | Recruiting | Performance Management,Project Management,Employee Relations | Recruiting | Performance Management | Project Management,SHRM-CP,None,Medical | Retirement,29
E0443,2606,E0855,Collin,Byrd,HR,Naval architect,Terminated,6/25/2021,11/27/2024,3.4,Male,65917,Full-time,Contract,Master's Degree,2,North Michael,2/15/1983,43,Third Shift,Employee Relations | Recruiting | Performance Management,SQL,Employee Relations | Recruiting | Performance Management | SQL,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,21
E0444,3736,E0199,David,Harrell,Finance,Herpetologist,Active,11/21/2018,,7.6,Male,55584,Part-time,Regular,Associate Degree,4,New Nicole,9/26/1999,26,First Shift,Financial Analysis | Budgeting | Excel,Project Management,Financial Analysis | Budgeting | Excel | Project Management,Financial Modeling Certification,None,Medical | Retirement,4
E0445,8746,E0820,Todd,Parker,Marketing,Licensed conveyancer,Terminated,11/13/2019,8/29/2020,0.8,Non-Binary,97380,Full-time,Temporary,Associate Degree,2,North Austinmouth,11/1/1971,54,First Shift,Digital Marketing | Content Development | Market Research,Project Management,Digital Marketing | Content Development | Market Research | Project Management,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,32
E0446,5739,E0131,Jacob,Washington,Engineering,Educational psychologist,Terminated,11/18/2018,4/12/2023,4.4,Non-Binary,69342,Full-time,Temporary,Associate Degree,4,South Melissatown,11/20/1971,54,First Shift,Technical Design | Project Management | Problem Solving,Coaching,Technical Design | Project Management | Problem Solving | Coaching,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,32
E0447,4923,E0491,John,Willis,Engineering,Chief Strategy Officer,On Leave,5/7/2021,,5.2,Non-Binary,50118,Full-time,Temporary,Associate Degree,1,North Sara,3/23/1968,58,Second Shift,Technical Design | Project Management | Problem Solving,Negotiation,Technical Design | Project Management | Problem Solving | Negotiation,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,36
E0448,8035,E0852,Jay,Miller,Finance,Armed forces operational officer,Terminated,11/12/2022,1/31/2025,2.2,Non-Binary,41778,Full-time,Contract,Master's Degree,4,Port Terry,10/10/1969,56,First Shift,Financial Analysis | Budgeting | Excel,Project Management,Financial Analysis | Budgeting | Excel | Project Management,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,34
E0449,9620,E0004,Sharon,Brown,Engineering,Warehouse manager,Active,11/26/2018,,7.6,Male,74536,Part-time,Contract,Bachelor's Degree,3,Heathborough,2/11/2002,24,Second Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,2
E0450,5491,E0880,Nicole,Walker,Finance,Media buyer,On Leave,9/5/2021,,4.9,Male,92679,Part-time,Temporary,Master's Degree,1,Leestad,11/24/1979,46,First Shift,Financial Analysis | Budgeting | Excel,Change Management,Financial Analysis | Budgeting | Excel | Change Management,Financial Modeling Certification,None,Medical | Retirement,24
E0451,9358,E0652,David,Cooper,Engineering,"Production designer, theatre/television/film",Active,1/28/2020,,6.5,Non-Binary,104920,Contractor,Contract,PhD,2,New Huntertown,7/29/1997,28,First Shift,Technical Design | Project Management | Problem Solving,Strategic Planning,Technical Design | Project Management | Problem Solving | Strategic Planning,Six Sigma Green Belt,Six Sigma Green Belt,None,6
E0452,4649,E0682,Lisa,Griffith,Finance,"Designer, graphic",Active,2/16/2020,,6.4,Female,111569,Part-time,Temporary,Associate Degree,1,New Brooke,7/6/1977,49,First Shift,Financial Analysis | Budgeting | Excel,Leadership,Financial Analysis | Budgeting | Excel | Leadership,Financial Modeling Certification,None,Medical | Retirement,27
E0453,9435,E0902,Gary,Watkins,Engineering,Software engineer,Active,10/10/2019,,6.8,Non-Binary,112083,Part-time,Regular,High School,2,Allenport,7/4/1996,30,First Shift,Technical Design | Project Management | Problem Solving,Strategic Planning,Technical Design | Project Management | Problem Solving | Strategic Planning,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,8
E0454,6783,E0856,Jonathan,Ryan,Marketing,Writer,On Leave,12/15/2021,,4.6,Male,52789,Part-time,Regular,Bachelor's Degree,5,Rogersport,12/5/1970,55,Third Shift,Digital Marketing | Content Development | Market Research,Technical Writing,Digital Marketing | Content Development | Market Research | Technical Writing,Google Analytics Certification,None,Medical | Retirement,33
E0455,1847,E0109,Jennifer,Taylor,Finance,Retail manager,Active,11/1/2019,,6.7,Non-Binary,45223,Full-time,Regular,PhD,1,Nealfort,11/1/1959,66,Third Shift,Financial Analysis | Budgeting | Excel,Coaching,Financial Analysis | Budgeting | Excel | Coaching,Financial Modeling Certification,Financial Modeling Certification,Medical | Dental | Vision | Retirement,44
E0456,5672,E0326,Brittney,Cooper,Engineering,Historic buildings inspector/conservation officer,Active,1/12/2023,,3.5,Male,65699,Part-time,Temporary,Master's Degree,5,Millerchester,6/26/1977,49,First Shift,Technical Design | Project Management | Problem Solving,Excel,Technical Design | Project Management | Problem Solving | Excel,Six Sigma Green Belt,None,Medical | Retirement,27
E0457,1393,E0014,Maria,Winters,HR,Tourism officer,Active,7/26/2022,,4,Female,70950,Contractor,Contract,Master's Degree,5,Port Andrew,6/26/1971,55,Second Shift,Employee Relations | Recruiting | Performance Management,Project Management,Employee Relations | Recruiting | Performance Management | Project Management,SHRM-CP,SHRM-CP,None,33
E0458,4952,E0197,Ruth,Franklin,IT,Acupuncturist,Active,11/15/2020,,5.7,Female,51883,Full-time,Regular,Bachelor's Degree,5,West Molly,5/16/1963,63,First Shift,Technical Support | SQL | Cybersecurity,Process Improvement,Technical Support | SQL | Cybersecurity | Process Improvement,CompTIA A+,None,Medical | Dental | Vision | Retirement,41
E0459,6492,E0665,Steven,Mercado,IT,Jewellery designer,Active,12/4/2020,,5.6,Female,70336,Contractor,Contract,High School,5,South Joseph,6/22/1990,36,First Shift,Technical Support | SQL | Cybersecurity,Technical Writing,Technical Support | SQL | Cybersecurity | Technical Writing,CompTIA A+,CompTIA A+,None,14
E0460,2639,E0085,Kristen,Liu,IT,Forest/woodland manager,On Leave,8/16/2021,,4.9,Male,105102,Full-time,Regular,Master's Degree,4,North Jessicafurt,3/9/1980,46,First Shift,Technical Support | SQL | Cybersecurity,Strategic Planning,Technical Support | SQL | Cybersecurity | Strategic Planning,CompTIA A+,None,Medical | Dental | Vision | Retirement,24
E0461,3781,E0178,Taylor,Newton,HR,Horticultural consultant,Active,9/16/2020,,5.8,Non-Binary,78102,Full-time,Regular,Associate Degree,4,Christopherburgh,12/24/1993,32,Third Shift,Employee Relations | Recruiting | Performance Management,Strategic Planning,Employee Relations | Recruiting | Performance Management | Strategic Planning,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,10
E0462,5827,E0404,Ricky,Peterson,Engineering,Charity fundraiser,Active,6/5/2020,,6.1,Male,61445,Contractor,Contract,High School,1,Lake Logan,12/9/1977,48,First Shift,Technical Design | Project Management | Problem Solving,Public Speaking,Technical Design | Project Management | Problem Solving | Public Speaking,Six Sigma Green Belt,None,None,26
E0463,4894,E0164,Mark,Cooper,Marketing,Recruitment consultant,On Leave,5/3/2021,,5.2,Non-Binary,53610,Contractor,Contract,Master's Degree,1,Lake Billyton,8/7/1999,26,First Shift,Digital Marketing | Content Development | Market Research,Customer Service,Digital Marketing | Content Development | Market Research | Customer Service,Google Analytics Certification,Google Analytics Certification,None,4
E0464,4318,E0767,Renee,Hopkins,Engineering,"Designer, multimedia",Terminated,11/10/2021,4/13/2025,3.4,Non-Binary,103179,Part-time,Contract,Bachelor's Degree,4,Christopherside,2/15/1979,47,First Shift,Technical Design | Project Management | Problem Solving,Excel,Technical Design | Project Management | Problem Solving | Excel,Six Sigma Green Belt,None,Medical | Retirement,25
E0465,9485,E0342,Christopher,Williams,Finance,Dealer,Terminated,1/30/2022,10/14/2024,2.7,Male,64874,Full-time,Contract,PhD,2,Yolandafurt,9/16/1979,46,Second Shift,Financial Analysis | Budgeting | Excel,Communication,Financial Analysis | Budgeting | Excel | Communication,Financial Modeling Certification,Financial Modeling Certification,Medical | Dental | Vision | Retirement,24
E0466,9901,E0872,Eric,Fowler,IT,"Therapist, occupational",Active,3/27/2019,,7.3,Female,46235,Contractor,Regular,Master's Degree,3,Port Joshua,12/30/2004,21,Second Shift,Technical Support | SQL | Cybersecurity,Project Management,Technical Support | SQL | Cybersecurity | Project Management,CompTIA A+,None,None,0
E0467,7202,E0172,Erin,Vargas,Finance,"Engineer, civil (contracting)",Terminated,11/27/2020,12/15/2023,3,Non-Binary,71798,Contractor,Contract,Master's Degree,2,Lake Victoriabury,11/20/1961,64,First Shift,Financial Analysis | Budgeting | Excel,Presentation Skills,Financial Analysis | Budgeting | Excel | Presentation Skills,Financial Modeling Certification,Financial Modeling Certification,None,42
E0468,9227,E0726,Craig,Gonzalez,HR,Energy manager,Active,11/10/2021,,4.7,Female,112017,Part-time,Contract,Master's Degree,3,East Justin,8/4/1974,51,Third Shift,Employee Relations | Recruiting | Performance Management,Negotiation,Employee Relations | Recruiting | Performance Management | Negotiation,SHRM-CP,None,Medical | Retirement,29
E0469,2648,E0268,Edward,Douglas,Marketing,Insurance claims handler,Terminated,5/6/2022,11/1/2023,1.5,Female,98127,Full-time,Regular,PhD,3,Edwardbury,6/27/1994,32,Second Shift,Digital Marketing | Content Development | Market Research,Technical Writing,Digital Marketing | Content Development | Market Research | Technical Writing,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,10
E0470,8576,E0872,Rebecca,Beard,IT,"Designer, graphic",Active,12/8/2019,,6.6,Non-Binary,47677,Full-time,Regular,Bachelor's Degree,2,Petersenport,6/27/1972,54,Second Shift,Technical Support | SQL | Cybersecurity,Leadership,Technical Support | SQL | Cybersecurity | Leadership,CompTIA A+,None,Medical | Dental | Vision | Retirement,32
E0471,4356,E0783,Walter,White,IT,Health physicist,Active,11/19/2018,,7.7,Male,101292,Contractor,Temporary,Associate Degree,4,New Cherylstad,4/20/1964,62,Third Shift,Technical Support | SQL | Cybersecurity,Excel,Technical Support | SQL | Cybersecurity | Excel,CompTIA A+,CompTIA A+,None,40
E0472,3671,E0852,Shelley,Gray,Finance,Equality and diversity officer,Terminated,2/24/2020,6/8/2026,6.3,Non-Binary,42085,Part-time,Regular,High School,5,Sarahville,5/16/1968,58,Third Shift,Financial Analysis | Budgeting | Excel,Strategic Planning,Financial Analysis | Budgeting | Excel | Strategic Planning,Financial Modeling Certification,None,Medical | Retirement,36
E0473,2444,E0051,Patrick,Ali,IT,Fisheries officer,On Leave,7/30/2021,,5,Non-Binary,78444,Full-time,Regular,Bachelor's Degree,4,Lake Dalemouth,9/6/1960,65,First Shift,Technical Support | SQL | Cybersecurity,Project Management,Technical Support | SQL | Cybersecurity | Project Management,CompTIA A+,CompTIA A+,Medical | Dental | Vision | Retirement,43
E0474,8232,E0275,Scott,Carter,IT,Energy engineer,On Leave,7/10/2019,,7,Female,44539,Part-time,Regular,Master's Degree,4,Lake Matthew,5/1/1972,54,Second Shift,Technical Support | SQL | Cybersecurity,Presentation Skills,Technical Support | SQL | Cybersecurity | Presentation Skills,CompTIA A+,None,Medical | Retirement,32
E0475,3799,E0872,Thomas,Alexander,IT,Textile designer,Active,1/16/2021,,5.5,Female,45457,Part-time,Temporary,PhD,3,Port Mitchell,12/4/2003,22,Third Shift,Technical Support | SQL | Cybersecurity,Customer Service,Technical Support | SQL | Cybersecurity | Customer Service,CompTIA A+,CompTIA A+,Medical | Retirement,0
E0476,2628,E0638,Thomas,Burke,Engineering,Arboriculturist,On Leave,3/15/2020,,6.3,Female,95159,Contractor,Temporary,High School,4,Cookfurt,7/7/1959,67,First Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,None,None,45
E0477,9598,E0531,Christopher,Scott,Finance,Sport and exercise psychologist,Terminated,12/19/2020,11/15/2025,4.9,Male,110463,Contractor,Temporary,High School,1,Warrenshire,1/25/1984,42,First Shift,Financial Analysis | Budgeting | Excel,Strategic Planning,Financial Analysis | Budgeting | Excel | Strategic Planning,Financial Modeling Certification,Financial Modeling Certification,None,20
E0478,2303,E0225,Seth,Wiley,HR,Passenger transport manager,Terminated,10/23/2019,1/8/2020,0.2,Female,61710,Full-time,Contract,High School,4,Schneiderview,3/14/1999,27,First Shift,Employee Relations | Recruiting | Performance Management,Leadership,Employee Relations | Recruiting | Performance Management | Leadership,SHRM-CP,None,Medical | Dental | Vision | Retirement,5
E0479,5727,E0398,Anthony,Jackson,Finance,"Nurse, children's",On Leave,7/6/2021,,5,Female,117183,Part-time,Temporary,PhD,2,New Matthew,4/2/1979,47,Second Shift,Financial Analysis | Budgeting | Excel,Strategic Planning,Financial Analysis | Budgeting | Excel | Strategic Planning,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,25
E0480,7296,E0980,Nicholas,Robinson,Marketing,Tax inspector,Terminated,7/23/2023,4/12/2024,0.7,Female,91033,Contractor,Contract,Bachelor's Degree,5,East Paulmouth,8/17/1979,46,Third Shift,Digital Marketing | Content Development | Market Research,Communication,Digital Marketing | Content Development | Market Research | Communication,Google Analytics Certification,None,None,24
E0481,3332,E0659,Jessica,Mathews,Engineering,"Civil engineer, consulting",Active,10/18/2021,,4.7,Male,67021,Part-time,Contract,Bachelor's Degree,3,Aliciahaven,10/21/1965,60,Second Shift,Technical Design | Project Management | Problem Solving,Customer Service,Technical Design | Project Management | Problem Solving | Customer Service,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,38
E0482,9480,E0938,Lisa,Robinson,Finance,Mental health nurse,Active,11/22/2018,,7.6,Male,100403,Part-time,Contract,Master's Degree,2,Danielleland,4/25/1977,49,Second Shift,Financial Analysis | Budgeting | Excel,Technical Writing,Financial Analysis | Budgeting | Excel | Technical Writing,Financial Modeling Certification,None,Medical | Retirement,27
E0483,1450,E0645,Natasha,Chavez,IT,"Production designer, theatre/television/film",On Leave,5/12/2021,,5.2,Male,68483,Contractor,Regular,Master's Degree,4,Josemouth,12/20/1979,46,Third Shift,Technical Support | SQL | Cybersecurity,Leadership,Technical Support | SQL | Cybersecurity | Leadership,CompTIA A+,CompTIA A+,None,24
E0484,1332,E0528,Tiffany,Baker,IT,Herbalist,Terminated,1/12/2019,2/18/2025,6.1,Non-Binary,96568,Contractor,Contract,Associate Degree,1,East Ashley,10/7/2004,21,First Shift,Technical Support | SQL | Cybersecurity,Conflict Resolution,Technical Support | SQL | Cybersecurity | Conflict Resolution,CompTIA A+,None,None,0
E0485,3141,E0820,Daniel,Dennis,Marketing,Aeronautical engineer,Terminated,1/26/2019,2/21/2022,3.1,Non-Binary,95717,Full-time,Temporary,High School,5,Lake Ronald,6/11/1986,40,Second Shift,Digital Marketing | Content Development | Market Research,Strategic Planning,Digital Marketing | Content Development | Market Research | Strategic Planning,Google Analytics Certification,Google Analytics Certification,Medical | Dental | Vision | Retirement,18
E0486,3048,E0169,Stanley,Martin,Marketing,"Optician, dispensing",Active,6/26/2020,,6.1,Non-Binary,84761,Contractor,Temporary,Associate Degree,2,Brandtmouth,5/18/1990,36,First Shift,Digital Marketing | Content Development | Market Research,Public Speaking,Digital Marketing | Content Development | Market Research | Public Speaking,Google Analytics Certification,None,None,14
E0487,7384,E0975,Jasmine,Rodriguez,HR,"Programme researcher, broadcasting/film/video",Active,5/11/2022,,4.2,Female,86417,Part-time,Regular,Associate Degree,3,New Barbaratown,5/24/1983,43,Second Shift,Employee Relations | Recruiting | Performance Management,Process Improvement,Employee Relations | Recruiting | Performance Management | Process Improvement,SHRM-CP,SHRM-CP,Medical | Retirement,21
E0488,3549,E0682,Alexandra,Carr,Finance,General practice doctor,On Leave,12/14/2018,,7.6,Male,111365,Part-time,Temporary,PhD,4,Williamston,12/19/2001,24,Second Shift,Financial Analysis | Budgeting | Excel,Change Management,Financial Analysis | Budgeting | Excel | Change Management,Financial Modeling Certification,None,Medical | Retirement,2
E0489,6180,E0349,Dustin,Henderson,Engineering,Artist,Active,11/20/2018,,7.6,Male,73298,Full-time,Regular,Associate Degree,5,Kevinport,2/13/1976,50,First Shift,Technical Design | Project Management | Problem Solving,Leadership,Technical Design | Project Management | Problem Solving | Leadership,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Dental | Vision | Retirement,28
E0490,7288,E0397,Mary,Owens,HR,Ambulance person,Terminated,4/25/2020,3/18/2024,3.9,Non-Binary,114139,Full-time,Temporary,Bachelor's Degree,1,North Michael,11/15/1989,36,First Shift,Employee Relations | Recruiting | Performance Management,Process Improvement,Employee Relations | Recruiting | Performance Management | Process Improvement,SHRM-CP,None,Medical | Dental | Vision | Retirement,14
E0491,5807,E0619,Mary,Larson,Engineering,Learning disability nurse,On Leave,4/5/2019,,7.3,Female,105703,Part-time,Regular,High School,2,South Lindaview,2/16/1980,46,Second Shift,Technical Design | Project Management | Problem Solving,Communication,Technical Design | Project Management | Problem Solving | Communication,Six Sigma Green Belt,Six Sigma Green Belt,Medical | Retirement,24
E0492,6080,E0169,Elizabeth,Cox,Marketing,Nutritional therapist,On Leave,10/10/2021,,4.8,Male,85808,Contractor,Contract,Master's Degree,4,Port Karen,6/28/1961,65,First Shift,Digital Marketing | Content Development | Market Research,Technical Writing,Digital Marketing | Content Development | Market Research | Technical Writing,Google Analytics Certification,None,None,43
E0493,7044,E0482,Krystal,Martinez,Finance,Water quality scientist,Terminated,12/17/2019,4/16/2021,1.3,Female,49100,Part-time,Regular,Bachelor's Degree,3,Youngborough,5/7/2001,25,Second Shift,Financial Analysis | Budgeting | Excel,Conflict Resolution,Financial Analysis | Budgeting | Excel | Conflict Resolution,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,3
E0494,8757,E0482,Nicole,Fields,Finance,Warden/ranger,Terminated,4/5/2020,8/20/2023,3.4,Female,54448,Contractor,Regular,Associate Degree,3,North Michael,8/1/1990,35,First Shift,Financial Analysis | Budgeting | Excel,Data Analysis,Financial Analysis | Budgeting | Excel | Data Analysis,Financial Modeling Certification,None,None,13
E0495,4636,E0468,Sandra,Dawson,HR,Holiday representative,On Leave,8/5/2020,,5.9,Male,75895,Full-time,Temporary,High School,3,North Larryfurt,6/8/2005,21,First Shift,Employee Relations | Recruiting | Performance Management,Negotiation,Employee Relations | Recruiting | Performance Management | Negotiation,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,0
E0496,4120,E0131,Cassandra,Jones,Engineering,Production manager,Terminated,3/16/2022,9/21/2024,2.5,Female,67170,Full-time,Temporary,PhD,5,Ramirezstad,12/5/1983,42,Third Shift,Technical Design | Project Management | Problem Solving,Data Analysis,Technical Design | Project Management | Problem Solving | Data Analysis,Six Sigma Green Belt,None,Medical | Dental | Vision | Retirement,20
E0497,6635,E0997,Melanie,Blanchard,HR,"Psychologist, counselling",On Leave,6/14/2021,,5.1,Female,60151,Full-time,Regular,PhD,2,Pughfurt,8/20/1960,65,First Shift,Employee Relations | Recruiting | Performance Management,Negotiation,Employee Relations | Recruiting | Performance Management | Negotiation,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,43
E0498,9539,E0559,Nancy,Green,Engineering,Clinical biochemist,On Leave,6/3/2020,,6.1,Male,82850,Contractor,Temporary,High School,1,Chadburgh,1/19/1992,34,Third Shift,Technical Design | Project Management | Problem Solving,Technical Writing,Technical Design | Project Management | Problem Solving | Technical Writing,Six Sigma Green Belt,None,None,12
E0499,7837,E0852,Dwayne,Hudson,Finance,Environmental manager,Terminated,10/22/2021,10/10/2022,1,Male,43179,Part-time,Regular,Master's Degree,3,Danashire,11/4/1959,66,Second Shift,Financial Analysis | Budgeting | Excel,Process Improvement,Financial Analysis | Budgeting | Excel | Process Improvement,Financial Modeling Certification,Financial Modeling Certification,Medical | Retirement,44
E0500,9364,E0416,Bryan,Walker,Finance,"Engineer, biomedical",Terminated,11/15/2023,3/23/2025,1.4,Male,107496,Full-time,Contract,Master's Degree,1,Lake Nicole,4/22/1997,29,Third Shift,Financial Analysis | Budgeting | Excel,Public Speaking,Financial Analysis | Budgeting | Excel | Public Speaking,Financial Modeling Certification,None,Medical | Dental | Vision | Retirement,7
E0501,9289,E0225,Robert,Kirk,HR,Pathologist,Terminated,9/21/2020,11/3/2020,0.1,Female,61613,Full-time,Regular,High School,3,Mirandamouth,3/26/1985,41,Third Shift,Employee Relations | Recruiting | Performance Management,Negotiation,Employee Relations | Recruiting | Performance Management | Negotiation,SHRM-CP,SHRM-CP,Medical | Dental | Vision | Retirement,19
E0502,9849,E0100,Lance,Johnson,Finance,Technical sales engineer,Terminated,2/25/2023,9/16/2024,1.6,Female,99536,Part-time,Regular,High School,5,West Theresahaven,6/28/1975,51,Third Shift,Financial Analysis | Budgeting | Excel,Presentation Skills,Financial Analysis | Budgeting | Excel | Presentation Skills,Financial Modeling Certification,None,Medical | Retirement,29
